Quelle;Projektname;Art;Einsatzbereich;Webseite-Link;Organisation;Ansprechperson;Email;Status;Kurzzusammenfassung;Projekt-Abkürzung
https://codefor.de/projekte/bn-air-quality-box/;Air Quality Box;Datenerhebung, Datenanalyse, Monitoring, Visualisierung mit Karten, Analyse von Sensordaten;Umwelt, Umweltschutz, Stadt, Nachhaltigkeit;https://codefor.de/projekte/bn-air-quality-box/;OK Lab Bonn-Rhein-Sieg, Open Knowledge Foundation Deutschland e.V.;;;In Weiterentwicklung;"Das Projekt ""Air Quality Box"" beabsichtigt, ein Netzwerk von Messstationen in Bonn zu etablieren, die Daten zu Temperatur, Luftfeuchtigkeit und Feinstaub erfassen. Ziel ist es, diese Daten zu visualisieren, um die Luftqualität zu überwachen und die Umweltplanung der Stadt zu unterstützen.";
https://codefor.de/projekte/altglas/;Altglas Container;Interaktive Karte, Interaktive App, Datenanwendung für Öffentlichkeit;Umweltschutz, Stadtplanung, Nachhaltigkeit;;Code for Germany, Open Knowledge Foundation Deutschland e.V.;;;Eingestellt;Das Projekt stellt eine Webseite und eine Android-App bereit, die die Positionen von Altglas-Containern auf einer Karte visualisieren. Die erste Version zeigte Container in Berlin Charlottenburg-Wilmersdorf.;
https://codefor.de/projekte/le-drl-amikeco/;Amikeco;Digitale Plattform, Vernetzungsassistent, Interaktive App;Geflüchtete, Integration, Vernetzung, Soziale Arbeit;;Open Knowledge Foundation Deutschland e.V., Code for Germany, OK Lab Leipzig;;;Eingestellt;Amikeco ist eine digitale Plattform, die Geflüchteten und Zugezogenen helfen sollte, Gleichgesinnte für gemeinsame Freizeitaktivitäten zu finden und neue Kontakte zu knüpfen. Das Projekt entstand im Rahmen des Digital Refugees Lab 2016.;
https://codefor.de/projekte/da-ars-tool/;ARS-Tool;Digitale Plattform, Datenanalyse, Verzeichnis / Karte;Verwaltung, Offene Daten, Stadtplanung;https://opengovtech.de/ars/;Code for Germany, Open Knowledge Foundation Deutschland e.V.;;;In Betrieb;Das ARS-Tool ermöglicht die einfache Suche nach dem Amtlichen Regionalschlüssel (ARS) für verwaltungspolitische Gebiete in Deutschland. Der ARS ist eine eindeutige ID, die beispielsweise im Meldewesen und bei der Suche nach Verwaltungsleistungen eingesetzt wird.;ARS-Tool
https://codefor.de/projekte/aufbau-ostberlin/;Aufbau Ostberlin;Digitale Plattform, Datenanwendung für Öffentlichkeit, Datensatz und Visualisierung;Stadt, Stadtplanung;http://www.aufbau-ostberlin.de;OK Lab Berlin, Berlinische Galerie;;;In Weiterentwicklung;Ein digitaler Architekturführer, der einen Datensatz aus dem Nachlass der Fotografin Gisela Dutschmann nutzt, um die städtebauliche Entwicklung Ostberlins von 1962 bis 1975 zu dokumentieren und zu visualisieren.;
https://codefor.de/projekte/2018-23-09-aufbau-von-lorawan-gateways-im-laendlichen-raum/;Aufbau von LoRaWAN Gateways im ländlichen Raum;Datenerhebung, Monitoring, Digitale Plattform, Vernetzung;Ländlicher Raum, Landwirtschaft, Verwaltung, Vernetzung;https://nucleon-ev.eu/best-of-digital-2018/;Code for Germany;;;In Betrieb;Das Projekt baut LoRaWAN Gateways in Schleswig-Holstein auf, um anderen Projekten, Firmen, Kommunen und der Landwirtschaft den Zugang zum größten IoT Netzwerk zu ermöglichen. Dies erlaubt die kostengünstige und lizenzfreie Kommunikation von IoT Sensoren und Aktoren in ländlichen Gebieten.;
https://codefor.de/projekte/badeseen-berlin/;Baden in Berlin;Interaktive Karte, Datenanwendung für Öffentlichkeit, Datenanalyse, Visualisierung mit Karten;Umweltschutz, Gesundheit, Stadt;https://badestellen.berlin.codefor.de;Code for Germany, OK Lab Berlin, Open Knowledge Foundation Deutschland e.V.;;;In Betrieb;Das Projekt informiert darüber, wo in Berlin gebadet werden kann und zeigt die aktuelle Wasserqualität an den einzelnen Badestellen an. Es dient der öffentlichen Bereitstellung von Informationen zur Badesaison.;
https://codefor.de/projekte/badeseen-hessen/;Badeseen in Hessen;Interaktive App, Datenanalyse, Visualisierung, API, Datenerhebung;Umweltschutz, Gesundheit, Offene Daten;https://play.google.com/store/apps/details?id=de.codefor.giessen.Badeseenapp;Code for Germany, OK Lab Gießen;;;In Betrieb;Die App bietet einen Überblick über alle Badeseen in Hessen. Sie zeigt aktuelle und historische Messwerte, die EU-Qualitätseinstufung und weitere hilfreiche Informationen wie die Ausstattung der Seen.;
https://codefor.de/projekte/pricemap-eu/;Bahn- und Buspreiskarte;Karte, Datenanwendung für Öffentlichkeit, Visualisierung mit Karten;International, Offene Daten;https://pricemap.eu;Code for Germany, Open Knowledge Foundation Deutschland e.V., OK Lab Berlin;;;In Weiterentwicklung;Eine interaktive Preiskarte, die die günstigsten Bahn- und Busverbindungen in viele europäische Städte anzeigt. Sie hilft Nutzern, Reisepreise für europäische Ziele zu vergleichen und zu finden.;
https://codefor.de/projekte/bahn-guru/;Bahn-Guru;Datenanalyse, Visualisierung, Interaktive App;Transparenz;https://bahn.guru;Code for Germany, OK Lab Berlin, Open Knowledge Foundation Deutschland e.V.;;;In Weiterentwicklung;Bahn-Guru ist ein Preiskalender für den Bahn-Fernverkehr, der die täglich günstigste Zugverbindung auf einer gewählten Strecke für die kommenden Wochen anzeigt.;
https://codefor.de/projekte/baumbie_bielefeld/;BaumBie;Interaktive Karte, KI Anwendung, Datenanalyse, Monitoring, Crowd-Sourced Daten, Datenerhebung, Offene Daten;Umweltschutz, Nachhaltigkeit, Stadt, Partizipation, Vernetzung, Offene Daten;;Code for Bielefeld e.V., Open Knowledge Foundation;;;In Betrieb;BaumBie ist eine interaktive Karte für Bielefeld, die Informationen über Stadtbäume anzeigt und Nutzer:innen ermöglicht, über einen Chat mit den Bäumen zu interagieren. Die App verbindet Menschen mit der Natur, fördert Nachbarschaftshilfe beim Gießen und basiert auf dem Baumkataster der Stadt.;BaumBie
https://codefor.de/projekte/le-baumfilter/;Baumfilter;Datenanwendung für Öffentlichkeit, Visualisierung mit Karten, Offene Daten, Datensatz und Visualisierung;Stadt, Umwelt, Nachhaltigkeit, Offene Daten;https://codeforleipzig.github.io/giessdeibohm/;Code for Germany, OK Lab Leipzig, Open Knowledge Foundation Deutschland e.V.;;;Eingestellt;"Die Webseite ""Baumfilter"" ermöglicht es, sich über Straßenbäume in Leipzig zu informieren. Die Bäume können nach Stadtteil oder für die gesamte Stadt angezeigt und nach bestimmten Gattungen gefiltert werden.";
https://codefor.de/projekte/magdeburg-baumfreunde-md/;Baumfreunde-MD;Datenanwendung für Öffentlichkeit, Visualisierung mit Karten, Automatisierte Datenübermittlung, Monitoring, Offene Daten;Umweltschutz, Stadt, Partizipation, Transparenz;https://www.baumfreunde-md.de, https://twitter.com/BaumfreundeMD, https://facebook.com/BaumfreundeMD, https://www.magdeburg.de/Start/B%C3%BCrger-Stadt/Stadt/Aktionen/index.php?NavID=37.452&object=tx%7C37.9220.1&La=1;Code for Germany, OK Lab Magdeburg, Open Knowledge Foundation Deutschland e.V.;;;In Betrieb;Das Projekt Baumfreunde-MD informiert über aktuelle Baumfällungen in Magdeburg und visualisiert Baumpflanzstandorte für Bürger*innen. Es macht städtische Informationen leichter zugänglich und generiert automatische Tweets zu neuen Fällmaßnahmen.;
https://codefor.de/projekte/cologne-baumkataster/;Baumkataster Köln Editor;Interaktive App, Datenanwendung für Öffentlichkeit, Datenerhebung;Stadtplanung, Umweltschutz, Offene Daten;https://giesst.koeln/editor/;Code for Germany, OK Lab Köln;;;Eingestellt;Eine Web-Anwendung, die es ermöglicht, das offene Baumkataster der Stadt Köln zu pflegen und fehlende Informationen zu ergänzen. Es basiert auf einem freien Datensatz der Stadt.;
https://codefor.de/projekte/hh-baumkataster/;Baumkataster nutzen;Datenanalyse, Visualisierung mit Karten, Digitale Plattform, Offene Daten;Stadt, Stadtplanung, Umwelt, Offene Daten;http://achim-tack.de/projects/strassenbaeume/hh_strassenbaumkataster.html;Code for Germany, OK Lab Hamburg;;;In Weiterentwicklung;Das Projekt bereitet die Daten des Hamburger Straßenbaumkatasters kartografisch auf, um sie zugänglich zu machen und plant langfristig die Entwicklung eines „Straßenbaumexplorers“.;
https://codefor.de/projekte/bn-baustellen/;Baustellen Übersicht;Interaktive Karte, Datenanwendung für Öffentlichkeit, Monitoring, Offene Daten;Stadt, Stadtplanung, Transparenz;http://wipokar.de/maps/bonn_baustelle/;Code for Germany, Open Knowledge Foundation Deutschland e.V., OK Lab Bonn;;;In Weiterentwicklung;"Das Projekt ""Baustellen Übersicht"" bietet Transparenz über existierende und geplante Baustellen in und um Bonn. Eine spätere Erweiterung um Parkhausdaten ist angedacht.";
https://codefor.de/projekte/be-berliner-schulen/;Berliner Schulen;Interaktive Karte, Web-App, Datenanwendung für Öffentlichkeit, Visualisierung mit Karten, Datenanalyse;Bildung, Stadt, Partizipation, Transparenz;http://berlinerschulen.ini20.de;Initiative 2.0, TU Berlin, OK Lab Berlin, Open Knowledge Foundation Deutschland e.V.;;;In Weiterentwicklung;Das Projekt bereitet Berliner Schuldaten aus den Schuljahren 12/13, 13/14 und 14/15 auf und macht sie in einer benutzerfreundlichen Web-App mit interaktiver Karte online zugänglich. Ziel ist es, Bürgern die Suche nach einer passenden Schule in Berlin zu erleichtern.;
https://codefor.de/projekte/vornamen-in-berlin/;Berliner Vornamen;Interaktive App, Datenanalyse, Visualisierung;Stadt;;Code for Germany, Open Knowledge Foundation Deutschland e.V., OK Lab Berlin;;;In Betrieb;"Die App ""Berliner Vornamen"" zeigt an, welche Vornamen in den Jahren 2012 und 2013 in Berlin vergeben wurden. Nutzer können nach Namen suchen und deren Häufigkeit pro Bezirk einsehen.";
https://codefor.de/projekte/fl-open-school-map/;Bildungsatlas Flensburg;Interaktive Karte, Datenanalyse, Datenanwendung für Öffentlichkeit, Offene Daten, Visualisierung mit Karten;Bildung, Stadtplanung, Offene Daten;https://schulen-in-flensburg.de;OK Lab Flensburg, Code for Germany;;;In Weiterentwicklung;Der Bildungsatlas Flensburg ist ein offenes System, das Informationen zu Schulen in Flensburg auf einer interaktiven Karte übersichtlich darstellt. Das Projekt nutzt öffentlich zugängliche Daten, um Eltern bei der Schulwahl zu unterstützen und plant, weitere Daten wie Spiel- und Pausenflächen zu integrieren.;
https://codefor.de/projekte/ruhrgebiet-blitzerkarte/;Blitzerkarte;Visualisierung mit Karten, Datenanwendung für Öffentlichkeit, Karte, Offene Daten;Stadt, Verwaltung, Transparenz, Offene Daten;https://blitzerkarte.openruhr.de;Code for Germany, Ordnungsamt der Stadt Essen, OK Lab Ruhrgebiet;;;In Betrieb;Die Blitzerkarte visualisiert täglich Straßen, auf denen die Stadt möglicherweise mobile Geschwindigkeitskontrollen durchführt. Die Daten werden vom Ordnungsamt der Stadt Essen bereitgestellt.;
https://codefor.de/projekte/be-blume/;BLUME Messnetz API/Map;API, Datenvisualisierung, Datenanalyse, Statistik, Monitoring;Umweltschutz, Stadt, Luftqualität;;Code for Germany, Open Knowledge Foundation Deutschland e.V., OK Lab Berlin;;;In Weiterentwicklung;Das Projekt zielt darauf ab, Feinstaubdaten aus dem BLUME Messnetzwerk über eine API zugänglich zu machen und zu visualisieren. Geplant ist zudem die Entwicklung eines statistischen Modells zur Interpolation und Vorhersage der Daten für Berlin.;
https://codefor.de/projekte/fl-open-surface-map/;Bodenfläche nach Art der Nutzung;Interaktive Karte, Visualisierung mit Karten, Datenanalyse, Datensatz und Visualisierung, Offene Daten;Umwelt, Nachhaltigkeit, Stadtplanung, Offene Daten;https://bodennutzung.oklabflensburg.de;OK Lab Flensburg;;;In Weiterentwicklung;Diese interaktive Karte zeigt die Verteilung der verschiedenen Flächennutzungsarten beim Klick auf die entsprechende Gemeinde an. So lässt sich schnell herausfinden, in welchen Regionen der Waldflächenanteil besonders hoch ist.;
https://codefor.de/projekte/bodenrichtwerte/;Bodenrichtwerte im Zeitverlauf;Datenanalyse, Datensatz und Visualisierung, Visualisierung mit Karten;Offene Daten, Stadtplanung, Wohnen;http://hanshans.ursa.uberspace.de/bodenrichtwerte/bodenrichtwerte.html;Code for Germany, OK Lab Berlin, Open Knowledge Foundation Deutschland e.V.;;;Unbekannt;Dieses Projekt visualisiert Bodenrichtwerte im Zeitverlauf, die aus dem FIS-Broker stammen. Es dient dazu, den Wert von Grundstücken darzustellen.;
https://codefor.de/projekte/bn-bonn-o-mat/;BONN-O-MAT Wahlautomat für die Oberbürgermeisterwahl 2015;Plattform für Wahlentscheidungen, Interaktiver Fragebogen;Demokratie, Partizipation, Stadt;http://bonn-o-mat.de/;Code for Germany, OK Lab Bonn, Open Knowledge Foundation Deutschland e.V.;;;Eingestellt;Der BONN-O-MAT ist ein Wahl-O-Mat, der Wählern Themen der Oberbürgermeisterwahl näherbringt und die Positionen der Kandidaten aufzeigt. Er soll die Meinungsbildung und das Verständnis für Politik fördern, ohne eine Wahlempfehlung zu geben.;BONN-O-MAT
https://codefor.de/projekte/p-brandengo/;BrandenGo;Karte, Datenanwendung für Öffentlichkeit;Stadt, Offene Daten;https://brandengo.de;Open Knowledge Foundation Deutschland e.V., OK Lab Potsdam;;;In Weiterentwicklung;BrandenGo ist ein Projekt, das anzeigt, welche öffentlichen Nahverkehrsmittel sich in der Nähe von Nutzern befinden. Es ist dem Vorbild von MagdeGo nachempfunden und befindet sich derzeit in der Prototyphase und wird laufend aktualisiert.;
https://codefor.de/projekte/hn-buga/;Buga2019-Visualisierung;Visualisierung mit Karten, Datenanwendung für Öffentlichkeit;Stadtplanung, Stadt, Partizipation;http://opendata-heilbronn.github.io/feld/;Code for Heilbronn, Open Knowledge Foundation Deutschland e.V.;;;In Weiterentwicklung;"Das Projekt ""Buga2019-Visualisierung"" von Code for Heilbronn arbeitet an einer 3D-Visualisierung der Entwürfe für das neue Stadtquartier Neckarbogen und das Buga-Gelände in Heilbronn. Ziel ist es, Bürgern eine bessere Vorstellung der Planungen zu ermöglichen und die Bürgerbeteiligung zu fördern.";
https://codefor.de/projekte/cctvwatch/;cctvwatch - big brother is watching you;Interaktive Karte, Visualisierung mit Karten, Interaktive App, Datenerhebung;Stadt, Datenschutz, Transparenz;http://cctv.antares.uberspace.de;Code for Germany, OK Lab Berlin, Open Knowledge Foundation Deutschland e.V.;;;In Weiterentwicklung;"Das Projekt ""cctvwatch"" visualisiert Überwachungskameras in Berlin auf einer interaktiven Karte. Es ermöglicht Nutzern, neue Kameras hinzuzufügen, und ist für die mobile Nutzung optimiert.";
https://codefor.de/projekte/hn-bad-wimpfen-app/;City-App für Bad Wimpfen;Interaktive App, Datenanwendung für Öffentlichkeit, Verzeichnis;Stadt, Partizipation, Wissensmanagement;https://itunes.apple.com/app/apple-store/id989719442?pt=74937800&ct=ODL&mt=8;Code For Heilbronn, Stadt Bad Wimpfen;;;Eingestellt;Die City-App für Bad Wimpfen ist ein digitaler Stadtführer, der von Code For Heilbronn in Zusammenarbeit mit der Stadt Bad Wimpfen entwickelt wurde. Sie bietet Nutzern Informationen zu Events, Locations und Sehenswürdigkeiten vor Ort.;
https://codefor.de/projekte/le-cityconnect/;CityConnect;Digitale Plattform, Interaktive App, Vernetzungsassistent;Stadt, Vernetzung;https://cityconnect.now.sh/index;OK Lab Leipzig, Code for Germany, Open Knowledge Foundation Deutschland e.V.;;;Eingestellt;CityConnect ist ein virtueller Raum im Retro-Stil, in dem sich Menschen als Avatare treffen können. Er ist realen Orten zugeordnet und ermöglicht Einkäufe, um lokale Betreiber zu unterstützen.;
https://codefor.de/projekte/hn-codeweek/;Code Week Heilbronn;Datenanwendung für Öffentlichkeit, Offene Daten, Interaktive App, Digitale Plattform;Offene Daten, Jugendarbeit, Partizipation, Wissensmanagement, Stadt;http://coworking-heilbronn.org/code-week-heilbronn-2015/;Code for Heilbronn, Code for Germany, Open Knowledge Foundation Deutschland e.V.;;;Eingestellt;Die Code Week Heilbronn war ein Projekt, das junge und interessierte Menschen an die Programmierung und die Nutzung offener Daten heranführte. Im Jahr 2015 bot sie dazu Workshops und einen Hackday an.;
https://codefor.de/projekte/cologne-cute-pets/;CutePetsCologne;Automatisierte Datenübermittlung, KI Anwendung;Stadt;https://twitter.com/CutePetsCologne;OK Lab Köln, Code for Germany, Open Knowledge Foundation Deutschland e.V.;;;Eingestellt;Ein Twitterbot, der süße Tiere aus den Kölner Tierheimen Dellbrück und Zollstock postet.;
https://codefor.de/projekte/dus-cycledorf/;CycleDorf;Interaktive App, Datenerhebung, Datenanalyse, Monitoring;Stadtplanung, Nachhaltigkeit, Umweltschutz;http://www.cycledorf.de/;Code for Germany, OK Lab Düsseldorf, Open Knowledge Foundation Deutschland e.V.;;;In Weiterentwicklung;CycleDorf ist eine App, die Fahrradtouren aufzeichnet. Die gesammelten Daten werden für die kommunale Verkehrsplanung genutzt, um Düsseldorf fahrradfreundlicher zu gestalten.;
https://codefor.de/projekte/le-damals/;damals in Leipzig;Interaktive Karte, Datensatz und Visualisierung, Interaktiver Fragebogen;Stadt, Wissensmanagement;http://damals.codeforleipzig.de/leipzig/, http://damals.codeforleipzig.de/leipzig/spiel/, http://damals.codeforleipzig.de/leipzig/quiz/;Code for Germany, OK Lab Leipzig, Stadtgeschichtliches Museum Leipzig, Stadtarchiv Leipzig, Coding da Vinci Ost;;;Eingestellt;Dieses Projekt visualisiert historische Fotos von Leipzig auf einer interaktiven Karte. Es wurde für den Kulturhackathon Coding da Vinci Ost entwickelt und bietet zusätzlich ein Spiel und ein Quiz rund um die geolokalisierten Bilder.;
